,Pulse,Op.Cam,Time,Exp.Cam,Comments
1072,94476,KLDT-O5WB,51.485,KLDT-E5WD,Large mystery UFO from somewhere near the mushrooms? Associated with huge bolometer spike but not much spectroscopy signal.
1073,94432,KLDT-O5WB,52.8,KLDT-E5WD,A lot of UFOs like Christmas lightening
1074,94422,KLDT-O5WB,48.913,KLDT-E5WD,Small UFOs in top left of frame
1075,94422,KLDT-O5WB,48.913,KLDT-E5WE,Small UFOs in top left of frame
1076,94392,KLDT-O5WB,51.845,KLDT-E5WD,Again UFOs near UDPT. They reappear regularly until 56.408 Titanium?
1077,94392,KLDT-O5WB,49.923,KLDT-E5WD,UFO in the outer wall closs to REION4
1078,94386,KLDT-O5WB,54.758,KLDT-E5WD,UFO near UDP lasting 1 frame 418. Titanium?
1079,94386,KLDT-O5WB,54.238,KLDT-E5WD,UFO near UDP lasting 1 frame 405. Titanium?
1080,94386,KLDT-O5WB,53.917,KLDT-E5WD,UFO near UDP lasting two frames 397-398. Titanium?
1081,94381,KLDT-O5WB,50.331,KLDT-E5WD,"More Ti events, around ~8-10. Frame: 308"
1082,94380,KLDT-O5WB,50.859,KLDT-E5WD,"Identified as Ti, UDPT, Frame: 321 and continues with more events"
1083,94379,KLDT-O5WB,50.0157,KLDT-E5WD,"Identified as Ti, UPDT, Frame: 301, there are many more events (around ~10). There is a big one at frame: 341"
1084,94378,KLDT-O5WB,53.527,KLDT-E5WD,"Identified as Ti, UDPT, Frame: 387"
1085,94378,KLDT-O5WB,52.486,KLDT-E5WD,"Identified as Ti, UDPT, Frame: 361"
1086,94378,KLDT-O5WB,50.885,KLDT-E5WD,"Identified as Ti, UDPT, Frame: 321"
1087,94377,KLDT-O5WB,53.418,KLDT-E5WD,"Frame: 385, near the ILA?"
1088,94377,KLDT-O5WB,54.139,KLDT-E5WD,"Identified as Ti, UPDT, Frame: 403"
1089,94376,KLDT-O5WB,51.157,KLDT-E5WD,"Identified as Ti, UPDT, approximately seven events starting from Frame: 328,"
1090,94375,KLDT-O5WB,53.291,KLDT-E5WD,"Identified as Ti, UDPT, Frame: 381 and subsequently again at Frame: 406 and then at frame: 462"
1091,94374,KLDT-O5WB,50.255,KLDT-E5WD,Titanium falling from the top Frame: 306-308
1092,94368,KLDT-O5WB,54.113,KLDT-E5WD,Frame: 402
1093,94366,KLDT-O5WB,40.259,KLDT-E5WD,Not sure if UFOs coming from Reionisation tile
1094,94365,KLDT-O5WB,51.4,KLDT-E5WD,Ni
1095,94328,KLDT-O5WB,40.849,KLDT-E5WD,Cloud of UFOs from inner poloidal limiter
1096,94292,KLDT-O5WB,,KLDT-E5WD,"PLasma interacting with ILA frame, Camera Frame: 61 @40.452s"
1097,94292,KLDT-O5WB,,KLDT-E5WE,"PLasma interacting with ILA frame, Camera Frame: 61 @40.452s"
1098,94292,KLDT-O5WB,,KLDT-E5WD,"PLasma interacting with ILA frame, Camera Frame: 61 @40.452s"
1099,94292,KLDT-O5WB,,KLDT-E5WE,"PLasma interacting with ILA frame, Camera Frame: 61 @40.452s"
1100,94232,KLDT-O5WB,,KLDT-E5WD,Ti from the top @ Frame: 103 and temperature peak (775C) on the ILA antenna @ Frame: 109
1101,94232,KLDT-O5WB,,KLDT-E5WE,Ti from the top @ Frame: 103 and temperature peak (775C) on the ILA antenna @ Frame: 109
1102,94212,KLDT-O5WB,,KLDT-E5WD,"Frame: 231, Time: 47.250s"
1103,94212,KLDT-O5WB,,KLDT-E5WE,"Frame: 231, Time: 47.250s"
1104,94211,KLDT-O5WB,,KLDT-E5WD,"Frame: 221, Time: 46.855s"
1105,94211,KLDT-O5WB,,KLDT-E5WD,"Frame: 286, Time: 49.457, Ti falling from UDPT"
1106,94209,KLDT-O5WB,,KLDT-E5WD,frame: 329; Time: 51.186s; Titanium influx confirmed by spectroscopy
1107,94208,KLDT-O5WB,,KLDT-E5WD,"Frames: 277-281, Time: 49.149,
UFOs at the UDPT, possibly Ti?"
1108,94207,KLDT-O5WB,,KLDT-E5WD,"Frame: 337-338, Time: 51.557,
UFOs flying near Outer limiter"
1109,94206,KLDT-O5WB,,KLDT-E5WD,"Frame: 323, material falling from the top"
1110,94182,KLDT-O5WB,48.825,KLDT-E5WD,Ti influx
1111,94181,KLDT-O5WB,49.902,KLDT-E5WD,Ti influx
1112,94174,KLDT-O5WB,61.14,KLDT-E5WD,Ti influx
1113,94161,KLDT-O5WB,48.41,KLDT-E5WD,Ti to the side of the upper dump plate. Could be KL10
1114,94161,KLDT-O5WB,48.41,KLDT-E5WE,Ti to the side of the upper dump plate. Could be KL10
1115,94135,KLDT-O5WB,49.621,KLDT-E5WD,UFO at top of machine
1116,94135,KLDT-O5WB,49.621,KLDT-E5WE,UFO at top of machine
1117,94129,KLDT-O5WB,52.865,KLDT-E5WD,UFO at top.
1118,94129,KLDT-O5WB,48.702,KLDT-E5WD,Big UFO appears to fall from the top over several frames. Also small UFOs on outboard and inboard)
1119,94093,KLDT-O5WB,48.979,KLDT-E5WD,
1120,94093,KLDT-O5WB,48.979,KLDT-E5WE,
1121,94089,KLDT-O5WB,51.38,KLDT-E5WD,"Big UFO visible at 51.34, 51.38,
51.42 (also UFOs at 47.97, 49.01,
49.05, 49.73, 49.77, 50.37, 50.93s)"
1122,94087,KLDT-O5WB,48.504,KLDT-E5WD,"UFOs mostly at the top near upper dump plates @ 48.50, 51.26, 51.30,
51.98, 52.42, 52.98s"
1123,94087,KLDT-O5WB,48.504,KLDT-E5WE,"UFOs mostly at the top near upper dump plates @ 48.50, 51.26, 51.30,
51.98, 52.42, 52.98s"
1124,94086,KLDT-O5WB,50.71,KLDT-E5WD,"Nice UFO (also at 50.87, 51.03,
51.31, 52.23, 52.27s)"
1125,94086,KLDT-O5WB,50.71,KLDT-E5WE,"Nice UFO (also at 50.87, 51.03,
51.31, 52.23, 52.27s)"
1126,94085,KLDT-O5WB,50.226,KLDT-E5WD,UFOs near REION plates in Oct 4 (also in the next frame at 50.266)
1127,94085,KLDT-O5WB,50.226,KLDT-E5WE,UFOs near REION plates in Oct 4 (also in the next frame at 50.266)
1128,94085,KLDT-O5WB,52.348,KLDT-E5WD,"Big UFO at the top (also at 48.50, 48.78, 49.10, 49.38, 49.42, 52.62,
55.19, 55.71, 56.51s)"
1129,93913,KLDT-O5WB,56.699,KLDT-E5WD,UFO taking off vertically from Tile 5
1130,93727,KLDT-O5WB,50.928,KLDT-E5WC,UFOs close to LH frame (Frames 322-324)
1131,93727,KLDT-O5WB,50.928,KLDT-E5WD,UFOs close to LH frame (Frames 322-324)
1132,93727,KLDT-O5WB,50.928,KLDT-E5WE,UFOs close to LH frame (Frames 322-324)
1133,93710,KLDT-O5WB,49.711,KLDT-E5WD,Small UFO near the outboard midplane.
1134,93710,KLDT-O5WB,49.711,KLDT-E5WE,Small UFO near the outboard midplane.
1135,93532,KLDT-O5WB,50.5,KLDT-E5WD,UFO in frames 312 and 313
1136,93531,KLDT-O5WB,45.727,KLDT-E5WD,UFO appears in frame 193.
1137,93531,KLDT-O5WB,45.727,KLDT-E5WE,UFO appears in frame 193.
1138,93530,KLDT-O5WB,42.178,KLDT-E5WD,Small white smudge moves around for 3 frames
1139,93530,KLDT-O5WB,42.178,KLDT-E5WE,Small white smudge moves around for 3 frames
1140,93160,KLDT-O5WB,53.419,KLDT-E5WD,"Big blob of copper from Oct 4 NBI leading to disruption, very clear on KLDT-05WB."
1141,92812,KLDT-O5WB,42.212,KLDT-E5WC,They last for several frames.
1142,104552,KLDT-O5WB,54.0806,KLDT-E5WC,White UFO seen on outerwall (one frame) and then at 55.88596s some blueish UFOs (3 frames).
1143,104552,KLDT-O5WB,54.0806,KLDT-E5WD,White UFO seen on outerwall (one frame) and then at 55.88596s some blueish UFOs (3 frames).
1144,104551,KLDT-O5WB,48.69263,KLDT-E5WD,Some UFOs flying around the vessel during the whole pulse (very likely Be and Ti).
1145,104551,KLDT-O5WB,48.69263,KLDT-E5WE,Some UFOs flying around the vessel during the whole pulse (very likely Be and Ti).
1146,104549,KLDT-O5WB,41.1179,KLDT-E5WD,Blue UFO seen during the breakdown close to tile 10 also seen by protection camera KLDT- P5WA.
1147,104549,KLDT-O5WB,41.1179,KLDT-E5WE,Blue UFO seen during the breakdown close to tile 10 also seen by protection camera KLDT- P5WA.
1148,104523,KLDT-O5WB,53.61013,KLDT-E5WC,"UFO on the outerwall close to the WOPL, seen also by KLDT-E5WD"
1149,104523,KLDT-O5WB,53.61013,KLDT-E5WD,"UFO on the outerwall close to the WOPL, seen also by KLDT-E5WD"
1150,104523,KLDT-O5WB,53.61013,KLDT-E5WE,"UFO on the outerwall close to the WOPL, seen also by KLDT-E5WD"
1151,104520,KLDT-O5WB,51.78857,KLDT-E5WC,"UFO seen on outerwall also at
54.27s. During all pulse a few UFOs seen also on UDPT the biggest one at 52.99s."
1152,104520,KLDT-O5WB,51.78857,KLDT-E5WD,"UFO seen on outerwall also at
54.27s. During all pulse a few UFOs seen also on UDPT the biggest one at 52.99s."
1153,104520,KLDT-O5WB,51.78857,KLDT-E5WE,"UFO seen on outerwall also at
54.27s. During all pulse a few UFOs seen also on UDPT the biggest one at 52.99s."
1154,104518,KLDT-O5WB,49.1504,KLDT-E5WC,"UFO on UDPT (Ti according to JETDSP), also seen by KLDT-E5We camera (few frames) and also one frame by KLDT-E5WD camera."
1155,104518,KLDT-O5WB,49.1504,KLDT-E5WD,"UFO on UDPT (Ti according to JETDSP), also seen by KLDT-E5We camera (few frames) and also one frame by KLDT-E5WD camera."
1156,104518,KLDT-O5WB,49.1504,KLDT-E5WE,"UFO on UDPT (Ti according to JETDSP), also seen by KLDT-E5We camera (few frames) and also one frame by KLDT-E5WD camera."
1157,104498,KLDT-O5WB,54.44235,KLDT-E5WC,Usual flurry of UFOs
1158,104498,KLDT-O5WB,54.44235,KLDT-E5WD,Usual flurry of UFOs
1159,104498,KLDT-O5WB,54.44235,KLDT-E5WE,Usual flurry of UFOs
1160,104496,KLDT-O5WB,54.57558,KLDT-E5WC,UFO seen near outer wall
1161,104496,KLDT-O5WB,54.57558,KLDT-E5WD,UFO seen near outer wall
1162,104496,KLDT-O5WB,54.57558,KLDT-E5WE,UFO seen near outer wall
1163,104495,KLDT-O5WB,55.37656,KLDT-E5WC,The usual light show - a fair few UFOs seen throughout pulse
1164,104495,KLDT-O5WB,55.37656,KLDT-E5WD,The usual light show - a fair few UFOs seen throughout pulse
1165,104495,KLDT-O5WB,55.37656,KLDT-E5WE,The usual light show - a fair few UFOs seen throughout pulse
1166,104494,KLDT-O5WB,54.63905,KLDT-E5WC,UFO seen near outer wall
1167,104494,KLDT-O5WB,54.63905,KLDT-E5WD,UFO seen near outer wall
1168,104494,KLDT-O5WB,54.63905,KLDT-E5WE,UFO seen near outer wall
1169,104465,KLDT-O5WB,53.65956,KLDT-E5WC,UFOs spotted b/w frames 390-411 around UPDP
1170,104465,KLDT-O5WB,53.65956,KLDT-E5WD,UFOs spotted b/w frames 390-411 around UPDP
1171,104465,KLDT-O5WB,53.65956,KLDT-E5WE,UFOs spotted b/w frames 390-411 around UPDP
1172,104465,KLDT-O5WB,51.53241,KLDT-E5WC,There is a big bright blob in frame 337
1173,104465,KLDT-O5WB,51.53241,KLDT-E5WD,There is a big bright blob in frame 337
1174,104465,KLDT-O5WB,51.53241,KLDT-E5WE,There is a big bright blob in frame 337
1175,104464,KLDT-O5WB,41.78479,KLDT-E5WC,UFO spotted in frames 94 & 127
1176,104464,KLDT-O5WB,41.78479,KLDT-E5WD,UFO spotted in frames 94 & 127
1177,104464,KLDT-O5WB,41.78479,KLDT-E5WE,UFO spotted in frames 94 & 127
1178,104462,KLDT-O5WB,54.1327,KLDT-E5WC,UFOS coming from outerwall during disruption seen also by KLDT-E5WD camera.
1179,104462,KLDT-O5WB,54.1327,KLDT-E5WD,UFOS coming from outerwall during disruption seen also by KLDT-E5WD camera.
1180,104460,KLDT-O5WB,48.52784,KLDT-E5WC,Yellow UFO on the outboard side over few frames (no information on the spectroscopy about it).
1181,104460,KLDT-O5WB,48.52784,KLDT-E5WD,Yellow UFO on the outboard side over few frames (no information on the spectroscopy about it).
1182,104460,KLDT-O5WB,48.52784,KLDT-E5WE,Yellow UFO on the outboard side over few frames (no information on the spectroscopy about it).
1183,104458,KLDT-O5WB,40.37591,KLDT-E5WC,Small UFO visible during the breakdown but also seen by KLDT- P5WA camera.
1184,104458,KLDT-O5WB,40.37591,KLDT-E5WD,Small UFO visible during the breakdown but also seen by KLDT- P5WA camera.
1185,104458,KLDT-O5WB,40.37591,KLDT-E5WE,Small UFO visible during the breakdown but also seen by KLDT- P5WA camera.
1186,104455,KLDT-O5WB,47.74825,KLDT-E5WC,UFOs appeared on UDPT (Ti).
1187,104455,KLDT-O5WB,47.74825,KLDT-E5WD,UFOs appeared on UDPT (Ti).
1188,104455,KLDT-O5WB,47.74825,KLDT-E5WE,UFOs appeared on UDPT (Ti).
1189,104454,KLDT-O5WB,50.63962,KLDT-E5WC,Huge UFO appeared on UDPT but smaller UFOs begun to appear as early as around 48.75s.(very likely Ti according to JETDSP).
1190,104454,KLDT-O5WB,50.63962,KLDT-E5WD,Huge UFO appeared on UDPT but smaller UFOs begun to appear as early as around 48.75s.(very likely Ti according to JETDSP).
1191,104446,KLDT-O5WB,56.64148,KLDT-E5WC,Release of particles from divertor region. Benign event with no significant heat loads
1192,104446,KLDT-O5WB,56.64148,KLDT-E5WD,Release of particles from divertor region. Benign event with no significant heat loads
1193,104446,KLDT-O5WB,56.64148,KLDT-E5WE,Release of particles from divertor region. Benign event with no significant heat loads
1194,104417,KLDT-O5WB,49.962,KLDT-E5WC,Large number of UFOs throughout pulse
1195,104417,KLDT-O5WB,49.962,KLDT-E5WD,Large number of UFOs throughout pulse
1196,104417,KLDT-O5WB,49.962,KLDT-E5WE,Large number of UFOs throughout pulse
1197,104409,KLDT-O5WB,50.47418,KLDT-E5WC,Bright spot on outer wall component.
1198,104409,KLDT-O5WB,50.47418,KLDT-E5WD,Bright spot on outer wall component.
1199,104409,KLDT-O5WB,50.47418,KLDT-E5WE,Bright spot on outer wall component.
1200,104406,KLDT-O5WB,48.08302,KLDT-E5WC,"UFO's around reionisation plate and falling from UDPT for the majority of the pulse, as seen in previous session. Probably Ti."
1201,104406,KLDT-O5WB,48.08302,KLDT-E5WD,"UFO's around reionisation plate and falling from UDPT for the majority of the pulse, as seen in previous session. Probably Ti."
1202,104406,KLDT-O5WB,48.08302,KLDT-E5WE,"UFO's around reionisation plate and falling from UDPT for the majority of the pulse, as seen in previous session. Probably Ti."
1203,104398,KLDT-O5WB,47.38488,KLDT-E5WD,Another flurry of Titanium UFOs up until the disruption at 49.39189s.
1204,104397,KLDT-O5WB,47.41223,KLDT-E5WD,Same flurry of Titanium UFOs due to kicks until the disruption at 51.98817s. Look at tile 9 on frame 347.
1205,104396,KLDT-O5WB,47.44786,KLDT-E5WD,Flurry of Titanium UFOs lasting until the disruption at 48.41107s
1206,104395,KLDT-O5WB,47.35676,KLDT-E5WD,Many many Titanium (and a few Berillium )events until the disruption at 56.067s
1207,104392,KLDT-O5WB,50.05964,KLDT-E5WD,Large UFO's being continuously generated by the UDPT. Similar even observed throughout the session.
1208,104390,KLDT-O5WB,47.63654,KLDT-E5WD,UFO's falling from the UDPT's for the rest of the pulse.
1209,104389,KLDT-O5WB,51.40242,KLDT-E5WD,Flakes of Ti around UDPT and UFO's before disruption.
1210,104386,KLDT-O5WB,70.11277,KLDT-E5WD,"Bright spot, disruption and lots of UFO's."
1211,104383,KLDT-O5WB,45.16352,KLDT-E5WD,A few small UFO's which may have led to the disruption.
1212,104383,KLDT-O5WB,42.03335,KLDT-E5WD,UFO hits outer diverter creating splash pattern.
1213,104382,KLDT-O5WB,58.30218,KLDT-E5WD,A couple of UFO's in the diverter for the first pulse of the day.
1214,104336,KLDT-O5WB,53.45166,KLDT-E5WC,Rather funky looking UFO's cloud flying everywhere for two frames after distruption in divertor area.
1215,104336,KLDT-O5WB,53.45166,KLDT-E5WD,Rather funky looking UFO's cloud flying everywhere for two frames after distruption in divertor area.
1216,104336,KLDT-O5WB,53.45166,KLDT-E5WE,Rather funky looking UFO's cloud flying everywhere for two frames after distruption in divertor area.
1217,104335,KLDT-O5WB,60.02173,KLDT-E5WC,"Lots of UFO's at end of pulse, frame 544 to 549"
1218,104335,KLDT-O5WB,60.02173,KLDT-E5WD,"Lots of UFO's at end of pulse, frame 544 to 549"
1219,104329,KLDT-O5WB,53.51553,KLDT-E5WD,A few single frame UFO's
1220,104329,KLDT-O5WB,53.51553,KLDT-E5WE,A few single frame UFO's
1221,104315,KLDT-O5WB,57.57825,KLDT-E5WC,Many Ti UFOs for half a second
1222,104315,KLDT-O5WB,57.57825,KLDT-E5WD,Many Ti UFOs for half a second
1223,104315,KLDT-O5WB,57.57825,KLDT-E5WE,Many Ti UFOs for half a second
1224,104289,KLDT-O5WB,46.06,KLDT-E5WC,Multiple UFOs from upper dump plate 46-48s
1225,104289,KLDT-O5WB,46.06,KLDT-E5WD,Multiple UFOs from upper dump plate 46-48s
1226,104289,KLDT-O5WB,46.06,KLDT-E5WE,Multiple UFOs from upper dump plate 46-48s
1227,104279,KLDT-O5WB,48.07181,KLDT-E5WC,"For over half a second, many UFOs coming from Outer limiters"
1228,104279,KLDT-O5WB,48.07181,KLDT-E5WD,"For over half a second, many UFOs coming from Outer limiters"
1229,104275,KLDT-O5WB,47.86936,KLDT-E5WC,Several UFOs for a second
1230,104275,KLDT-O5WB,47.86936,KLDT-E5WD,Several UFOs for a second
1231,104275,KLDT-O5WB,47.86936,KLDT-E5WE,Several UFOs for a second
1232,104262,KLDT-O5WB,51.29,KLDT-E5WC,"Significant UFOs throughout pulse, specfically around outer wall limiters, interesting looking one at specified time"
1233,104262,KLDT-O5WB,51.29,KLDT-E5WD,"Significant UFOs throughout pulse, specfically around outer wall limiters, interesting looking one at specified time"
1234,104262,KLDT-O5WB,51.29,KLDT-E5WE,"Significant UFOs throughout pulse, specfically around outer wall limiters, interesting looking one at specified time"
1235,104230,KLDT-O5WB,54.36047,KLDT-E5WC,Numerous UFOs through out pulse
1236,104230,KLDT-O5WB,54.36047,KLDT-E5WD,Numerous UFOs through out pulse
1237,104230,KLDT-O5WB,54.36047,KLDT-E5WE,Numerous UFOs through out pulse
1238,104229,KLDT-O5WB,51.9415,KLDT-E5WC,Minor UFOs from Inner wall guard limiter beam
1239,104229,KLDT-O5WB,51.9415,KLDT-E5WD,Minor UFOs from Inner wall guard limiter beam
1240,104229,KLDT-O5WB,51.9415,KLDT-E5WE,Minor UFOs from Inner wall guard limiter beam
1241,104228,KLDT-O5WB,49.43048,KLDT-E5WC,Multiple UFO's throughout pulse
1242,104228,KLDT-O5WB,49.43048,KLDT-E5WD,Multiple UFO's throughout pulse
1243,104228,KLDT-O5WB,49.43048,KLDT-E5WE,Multiple UFO's throughout pulse
1244,104223,KLDT-O5WB,50.67029,KLDT-E5WC,UFO on frame 315and near diverter on frames 382 & 384
1245,104223,KLDT-O5WB,50.67029,KLDT-E5WD,UFO on frame 315and near diverter on frames 382 & 384
1246,104223,KLDT-O5WB,50.67029,KLDT-E5WE,UFO on frame 315and near diverter on frames 382 & 384
1247,104217,KLDT-O5WB,49.77208,KLDT-E5WC,Quite a spectacular showing of UFOs throughout pulse as usual
1248,104217,KLDT-O5WB,49.77208,KLDT-E5WD,Quite a spectacular showing of UFOs throughout pulse as usual
1249,104217,KLDT-O5WB,49.77208,KLDT-E5WE,Quite a spectacular showing of UFOs throughout pulse as usual
1250,104216,KLDT-O5WB,48.53615,KLDT-E5WC,"Quite a spectacular show of UFOs seen throughout pulse, especially in divertor region."
1251,104216,KLDT-O5WB,48.53615,KLDT-E5WD,"Quite a spectacular show of UFOs seen throughout pulse, especially in divertor region."
1252,104216,KLDT-O5WB,48.53615,KLDT-E5WE,"Quite a spectacular show of UFOs seen throughout pulse, especially in divertor region."
1253,104213,KLDT-O5WB,56.35641,KLDT-E5WC,Another cleaning pulse so a lot of UFOs seen as expected
1254,104213,KLDT-O5WB,56.35641,KLDT-E5WD,Another cleaning pulse so a lot of UFOs seen as expected
1255,104213,KLDT-O5WB,56.35641,KLDT-E5WE,Another cleaning pulse so a lot of UFOs seen as expected
1256,104211,KLDT-O5WB,53.54128,KLDT-E5WC,Some more UFOs seen throughout pulse - appear to mostly be seen near upper dump plate.
1257,104211,KLDT-O5WB,53.54128,KLDT-E5WD,Some more UFOs seen throughout pulse - appear to mostly be seen near upper dump plate.
1258,104211,KLDT-O5WB,53.54128,KLDT-E5WE,Some more UFOs seen throughout pulse - appear to mostly be seen near upper dump plate.
1259,104210,KLDT-O5WB,40.71585,KLDT-E5WC,"A lot of UFOs seen throughout pulse, which makes sense since it was a cleaning pulse"
1260,104210,KLDT-O5WB,40.71585,KLDT-E5WD,"A lot of UFOs seen throughout pulse, which makes sense since it was a cleaning pulse"
1261,104210,KLDT-O5WB,40.71585,KLDT-E5WE,"A lot of UFOs seen throughout pulse, which makes sense since it was a cleaning pulse"
1262,104206,KLDT-O5WB,47.89729,KLDT-E5WC,"Quite a few UFOs during disruption, possibly coming from the reionization plate"
1263,104206,KLDT-O5WB,47.89729,KLDT-E5WD,"Quite a few UFOs during disruption, possibly coming from the reionization plate"
1264,104206,KLDT-O5WB,47.89729,KLDT-E5WE,"Quite a few UFOs during disruption, possibly coming from the reionization plate"
1265,104204,KLDT-O5WB,48.20646,KLDT-E5WC,Bright Titanium UFO seen falling into plasma - confirmed via spectroscopy
1266,104204,KLDT-O5WB,48.20646,KLDT-E5WD,Bright Titanium UFO seen falling into plasma - confirmed via spectroscopy
1267,104204,KLDT-O5WB,48.20646,KLDT-E5WE,Bright Titanium UFO seen falling into plasma - confirmed via spectroscopy
1268,104201,KLDT-O5WB,42.4445,KLDT-E5WC,"Bright UFO near upper dump plate, which then explodes"
1269,104201,KLDT-O5WB,42.4445,KLDT-E5WD,"Bright UFO near upper dump plate, which then explodes"
1270,104201,KLDT-O5WB,42.4445,KLDT-E5WE,"Bright UFO near upper dump plate, which then explodes"
1271,104199,KLDT-O5WB,50.62439,KLDT-E5WC,Frame: #314 at the outer wall
1272,104199,KLDT-O5WB,50.62439,KLDT-E5WD,Frame: #314 at the outer wall
1273,104199,KLDT-O5WB,50.62439,KLDT-E5WE,Frame: #314 at the outer wall
1274,104199,KLDT-O5WB,50.42392,KLDT-E5WC,Frame: #309 at the UDPT
1275,104199,KLDT-O5WB,50.42392,KLDT-E5WD,Frame: #309 at the UDPT
1276,104199,KLDT-O5WB,50.42392,KLDT-E5WE,Frame: #309 at the UDPT
1277,104199,KLDT-O5WB,50.34362,KLDT-E5WC,Frame: #307
1278,104199,KLDT-O5WB,50.34362,KLDT-E5WD,Frame: #307
1279,104199,KLDT-O5WB,50.34362,KLDT-E5WE,Frame: #307
1280,104195,KLDT-O5WB,50.01548,KLDT-E5WC,UFOS events on the lower field side extending from frames: #298 to #303 but the unusual one takes place at frame number #299
1281,104195,KLDT-O5WB,50.01548,KLDT-E5WD,UFOS events on the lower field side extending from frames: #298 to #303 but the unusual one takes place at frame number #299
1282,104195,KLDT-O5WB,50.01548,KLDT-E5WE,UFOS events on the lower field side extending from frames: #298 to #303 but the unusual one takes place at frame number #299
1283,104177,KLDT-O5WB,50.92715,KLDT-E5WC,UFOs spotted b/w 50.6s- 51.0s
1284,104177,KLDT-O5WB,50.92715,KLDT-E5WD,UFOs spotted b/w 50.6s- 51.0s
1285,104177,KLDT-O5WB,50.92715,KLDT-E5WE,UFOs spotted b/w 50.6s- 51.0s
1286,104176,KLDT-O5WB,51.1745,KLDT-E5WC,several UFOs spotted between 51.1-53.3s
1287,104176,KLDT-O5WB,51.1745,KLDT-E5WD,several UFOs spotted between 51.1-53.3s
1288,104176,KLDT-O5WB,51.1745,KLDT-E5WE,several UFOs spotted between 51.1-53.3s
1289,104174,KLDT-O5WB,50.68639,KLDT-E5WC,Several UFOs around upper dump plate from 50s-55s
1290,104174,KLDT-O5WB,50.68639,KLDT-E5WD,Several UFOs around upper dump plate from 50s-55s
1291,104174,KLDT-O5WB,50.68639,KLDT-E5WE,Several UFOs around upper dump plate from 50s-55s
1292,104173,KLDT-O5WB,50.23474,KLDT-E5WC,several UFOs spotted mainly around UDPL from 50.2-56.7s
1293,104173,KLDT-O5WB,50.23474,KLDT-E5WD,several UFOs spotted mainly around UDPL from 50.2-56.7s
1294,104173,KLDT-O5WB,50.23474,KLDT-E5WE,several UFOs spotted mainly around UDPL from 50.2-56.7s
1295,104172,KLDT-O5WB,40.23552,KLDT-E5WC,"Weird blue streak at 40.235s and several UFOs spotted b/w
51.9s-54.6s"
1296,104172,KLDT-O5WB,40.23552,KLDT-E5WD,"Weird blue streak at 40.235s and several UFOs spotted b/w
51.9s-54.6s"
1297,104172,KLDT-O5WB,40.23552,KLDT-E5WE,"Weird blue streak at 40.235s and several UFOs spotted b/w
51.9s-54.6s"
1298,104143,KLDT-O5WB,51.57829,KLDT-E5WC,Large sparkle seen near upper dump plate - splits off into multiple UFOs
1299,104143,KLDT-O5WB,51.57829,KLDT-E5WD,Large sparkle seen near upper dump plate - splits off into multiple UFOs
1300,104143,KLDT-O5WB,51.57829,KLDT-E5WE,Large sparkle seen near upper dump plate - splits off into multiple UFOs
1301,104143,KLDT-O5WB,51.41776,KLDT-E5WC,Multiple UFOs seen around reactor
1302,104143,KLDT-O5WB,51.41776,KLDT-E5WD,Multiple UFOs seen around reactor
1303,104143,KLDT-O5WB,51.41776,KLDT-E5WE,Multiple UFOs seen around reactor
1304,104143,KLDT-O5WB,50.85563,KLDT-E5WC,UFO seen on inner wall
1305,104143,KLDT-O5WB,50.85563,KLDT-E5WD,UFO seen on inner wall
1306,104143,KLDT-O5WB,50.85563,KLDT-E5WE,UFO seen on inner wall
1307,104137,KLDT-O5WB,46.45,KLDT-E5WC,bright UFO near upper dump plate
1308,104137,KLDT-O5WB,46.45,KLDT-E5WD,bright UFO near upper dump plate
1309,104137,KLDT-O5WB,46.45,KLDT-E5WE,bright UFO near upper dump plate
1310,104129,KLDT-O5WB,53.80412,KLDT-E5WC,Bright yellow UFO from outer wall. Not visible on protection cam.
1311,104129,KLDT-O5WB,53.80412,KLDT-E5WD,Bright yellow UFO from outer wall. Not visible on protection cam.
1312,104129,KLDT-O5WB,53.80412,KLDT-E5WE,Bright yellow UFO from outer wall. Not visible on protection cam.
1313,104088,KLDT-O5WB,47.35488,KLDT-E5WC,Bright white flash. Not visible on prtoection cam.
1314,104088,KLDT-O5WB,47.35488,KLDT-E5WD,Bright white flash. Not visible on prtoection cam.
1315,104088,KLDT-O5WB,47.35488,KLDT-E5WE,Bright white flash. Not visible on prtoection cam.
1316,104073,KLDT-O5WB,48.55054,KLDT-E5WC,Particles at the outboard side hroughout the pulse
1317,104073,KLDT-O5WB,48.55054,KLDT-E5WD,Particles at the outboard side hroughout the pulse
1318,104073,KLDT-O5WB,48.55054,KLDT-E5WE,Particles at the outboard side hroughout the pulse
1319,104073,KLDT-O5WB,48.14945,KLDT-E5WC,Particles falling from the top throughout the pulse
1320,104073,KLDT-O5WB,48.14945,KLDT-E5WD,Particles falling from the top throughout the pulse
1321,104073,KLDT-O5WB,48.14945,KLDT-E5WE,Particles falling from the top throughout the pulse
1322,104072,KLDT-O5WB,49.12656,KLDT-E5WC,Particles falling from the top throughout the pulse
1323,104072,KLDT-O5WB,49.12656,KLDT-E5WD,Particles falling from the top throughout the pulse
1324,104072,KLDT-O5WB,49.12656,KLDT-E5WE,Particles falling from the top throughout the pulse
1325,104072,KLDT-O5WB,48.16323,KLDT-E5WC,Particles at the outboard side hroughout the pulse
