,Unnamed: 0,Pulse,Op.Cam,Time,Exp.Cam,Disruption,Comments
166,166,104455,KLDT-O5WB,47.74825,KLDT-E5WE,51.592,UFOs appeared on UDPT (Ti).
167,167,104406,KLDT-O5WB,48.08302,KLDT-E5WE,0.0,"UFO's around reionisation plate and falling from UDPT for the majority of the pulse, as seen in previous session. Probably Ti."
168,168,104315,KLDT-O5WB,57.57825,KLDT-E5WE,67.027,Many Ti UFOs for half a second
169,169,104289,KLDT-O5WB,46.06,KLDT-E5WE,0.0,Multiple UFOs from upper dump plate 46-48s
170,170,104210,KLDT-O5WB,40.71585,KLDT-E5WE,0.0,"A lot of UFOs seen throughout pulse, which makes sense since it was a cleaning pulse"
171,171,104206,KLDT-O5WB,47.897290000000005,KLDT-E5WE,0.0,"Quite a few UFOs during disruption, possibly coming from the reionization plate"
172,172,104204,KLDT-O5WB,48.20646,KLDT-E5WE,0.0,Bright Titanium UFO seen falling into plasma - confirmed via spectroscopy
173,173,104201,KLDT-O5WB,42.4445,KLDT-E5WE,62.637,"Bright UFO near upper dump plate, which then explodes"
174,174,104195,KLDT-O5WB,50.01548,KLDT-E5WE,57.695,UFOS events on the lower field side extending from frames: #298 to #303 but the unusual one takes place at frame number #299
175,175,104172,KLDT-O5WB,40.23552,KLDT-E5WE,0.0,"Weird blue streak at 40.235s and several UFOs spotted b/w
51.9s-54.6s"
176,176,103982,KLDT-O5WB,49.7809,KLDT-E5WE,0.0,UFO appears near outer wall for single frame
177,177,103980,KLDT-O5WB,41.74925,KLDT-E5WE,62.462,Again we see a number of UFOs appear near divertor towards start of pulse and can be seen for a few frames
178,178,103979,KLDT-O5WB,42.034738,KLDT-E5WE,61.558,A number of UFOs appear towards start of pulse near divertor. Visible for a number of frames.
179,179,103966,KLDT-O5WB,42.29933,KLDT-E5WE,46.586,UFOs coming during the pulse from tile 7 very likely.
180,180,103966,KLDT-O5WB,44.867779999999996,KLDT-E5WE,46.586,Blue UFO visible on innerwall two frames.
181,181,103954,KLDT-O5WB,41.7598,KLDT-E5WE,51.312,UFO in divertor region
182,182,103952,KLDT-O5WB,42.02267,KLDT-E5WE,0.0,Several UFOs spotted b/w 41.7-42.6seconds
183,183,103941,KLDT-O5WB,43.47919,KLDT-E5WE,49.909,"UFO in UDPT region frame 136-141 (smaller one visible at frame
128-129). Really clear on KLDT- E5WD frames 353-361 and also on KLDT-P5WA frame 213."
184,184,103913,KLDT-O5WB,49.39117,KLDT-E5WE,50.989,"A blue UFO seen on WOPL and a few frames later other, as well a typical UFO appears on UDPT."
185,185,103912,KLDT-O5WB,48.437459999999994,KLDT-E5WE,49.034,Blue UFO appear on inner wall (?)
186,186,103906,KLDT-O5WB,48.47687,KLDT-E5WE,49.089,A typical UFO has appeared on UDPT.
187,187,103889,KLDT-O5WB,44.67246,KLDT-E5WE,0.0,Unusual UFO on the outer bottom for 2 frames.
188,188,103888,KLDT-O5WB,43.48447,KLDT-E5WE,0.0,splitting Ti UFO over 4 frames
189,189,103885,KLDT-O5WB,45.690059999999995,KLDT-E5WE,0.0,Interestingly shaped Ti UFO
190,190,103858,KLDT-O5WB,50.12231,KLDT-E5WE,57.775,UFO appeared on the WOPL and later few UFOs on UDPT (Ti).
191,191,103855,KLDT-O5WB,49.98858,KLDT-E5WE,57.283,A few UFOs (Ti-according to JETDSP) from time to time appeared on UDPT throughout the pulse.
192,192,103702,KLDT-O5WB,47.48,KLDT-E5WE,0.0,UFO impact on UDPT
193,193,103662,KLDT-O5WB,40.771370000000005,KLDT-E5WE,50.546,Large UFO at top of vessel near start of pulse
194,194,103660,KLDT-O5WB,46.282140000000005,KLDT-E5WE,50.856,"Moving flash above the outer divertor for 2 frames (maybe arc?), then another one in the same location at 46.48296."
195,195,103581,KLDT-O5WB,52.95,KLDT-E5WE,0.0,"Some blue (52.950s, 57.285s) and white (53.271s, 56.041s) UFOs appeared next to WOPL and ICRH (54.556s, 55.559s) during the pulse. According to JETDSP very likely beryllium and titanium events."
196,196,103573,KLDT-O5WB,52.796490000000006,KLDT-E5WE,0.0,"Muktiple UFO's frame368-371, 381, 390, 459 due to unsuccessful clean up pulse last session."
197,197,103571,KLDT-O5WB,48.13145,KLDT-E5WE,48.781,UFO falling from UDPT very likely Ti event seen also by KL1-O8WA camera.
198,198,103507,KLDT-O5WB,45.56106,KLDT-E5WE,0.0,Titanium UFO falls from top of vessel and causes disruption. Visible for several frames.
199,199,103434,KLDT-O5WB,50.17479,KLDT-E5WE,0.0,UFOs visible near upper dump plate
200,200,103404,KLDT-O5WB,52.44681,KLDT-E5WE,0.0,A number of small UFOs appear
201,201,103385,KLDT-O5WB,48.45628,KLDT-E5WE,0.0,A number of UFOs seen for a few frames
202,202,103379,KLDT-O5WB,48.01146,KLDT-E5WE,0.0,"Large number of UFOs from 48s to 49s, and some (but fewer) UFOs seen until around 52s."
203,203,103295,KLDT-O5WB,52.5617,KLDT-E5WE,57.623,UFT falls from UDPT. Also sen on KLDT-E5WD at frame 674-675.
204,204,103152,KLDT-O5WB,48.001509999999996,KLDT-E5WE,48.54,Large bright spot on UDPT. Frame 249.
205,205,103086,KLDT-O5WB,49.95994,KLDT-E5WE,50.638,"UFO at upper dump plate, one frame"
206,206,103055,KLDT-O5WB,44.57759,KLDT-E5WE,0.0,Two Simultaneous UFOs. One is blue and coming from the nPL so should be Be. The other is white and is consistent with the increase in the titanium trace.
207,207,103031,KLDT-O5WB,49.546890000000005,KLDT-E5WE,0.0,"Multiple events primarily appearing at the UDPT. Other instances were: 48.78454s, 49.26599s, 49.98848s,
50.14904s, 50.30963s, 51.63421s,
51.19639s, 53.36006s"
208,208,103021,KLDT-O5WB,50.14165,KLDT-E5WE,50.436,Large particle falling from the top of the vessel for 3 frames
209,209,102938,KLDT-O5WB,49.19364,KLDT-E5WE,0.0,Top location and the event spanned over 3 frames
210,210,102935,KLDT-O5WB,48.58036,KLDT-E5WE,0.0,Multiple UFO events until 55s.
211,211,102934,KLDT-O5WB,48.14976,KLDT-E5WE,0.0,"From 48.14976 to 53s, there are a number of UFOs located at the top. Confirmed to be Titanium."
212,212,102932,KLDT-O5WB,50.80014,KLDT-E5WE,63.059,"From 50.80014s to ~53.5s, anumber of UFOs are visible at the top. Confirmed by spectroscopist to be Titanium."
213,213,102931,KLDT-O5WB,49.5915,KLDT-E5WE,51.519,"Top, one frame, confirmed by spectroscopist to be Titanium."
214,214,102924,KLDT-O5WB,49.538000000000004,KLDT-E5WE,0.0,"Another Titanium (?) UFO from the top. A few frames later, a white band appears along the UPDT"
215,215,102923,KLDT-O5WB,53.337740000000004,KLDT-E5WE,63.07,"Large Titanium (?) UFO from the top, spanning two frames"
216,216,102815,KLDT-O5WB,48.2146,KLDT-E5WE,0.0,Strong signal on this and the following frame
217,217,102813,KLDT-O5WB,48.671009999999995,KLDT-E5WE,0.0,"3 bright spots in same location as previous pulse, still believed to be molybdenum"
218,218,102811,KLDT-O5WB,49.1998,KLDT-E5WE,0.0,"Titanium event falling from upper dumpplate, comfirmed with spectroscopist"
219,219,102540,KLDT-O5WB,42.02695,KLDT-E5WE,48.539,Lots of UFOs from the rain that fell after the previous pulse's disruption. Also seen by KLDT-E5TA and KL11s
220,220,102487,KLDT-O5WB,49.68985,KLDT-E5WE,50.988,"Large particles falling down from UDP and disintegrating, ~8 frames"
221,221,102397,KLDT-O5WB,48.58,KLDT-E5WE,53.409,UFOs in the divertor frames 263-272
222,222,102396,KLDT-O5WB,48.07,KLDT-E5WE,54.738,Single frame spark. Too much to say it's an UFO
223,223,101773,KLDT-O5WB,41.660059999999994,KLDT-E5WE,0.0,UFOs in deivertor just after x formation
224,224,101754,KLDT-O5WB,46.07,KLDT-E5WE,51.495,UFOs spotted after X formation on the upper divertor inner side.
225,225,101722,KLDT-O5WB,50.64995,KLDT-E5WE,0.0,Diffuse blue spot on outer wall. Also visible on KLDT-E5WD in frame 924.
226,226,101640,KLDT-O5WB,48.58887,KLDT-E5WE,0.0,Two ufos at 48.5 and 50
227,227,101528,KLDT-O5WB,44.404709999999994,KLDT-E5WE,0.0,Short lived UFO near the inner wall early in the pulse
228,228,101520,KLDT-O5WB,41.92327,KLDT-E5WE,0.0,UFO in divertor zone. Also small UFO at 42.72603
229,229,101493,KLDT-O5WB,48.989329999999995,KLDT-E5WE,0.0,"Bright green flash in front of ILA - probably arcing. Spectroscopy shows different signals around the time,notably nickel and chromium, although there is slight time difference - signals in spectroscopy appear at 48.91 s. KL1O8WA also sees this flash but at 48.93486, closer to where spectroscopy sees it. Is there a delay in KLDT-O5WB time vector?"
230,230,101489,KLDT-O5WB,40.52466,KLDT-E5WC,0.0,During the breakdown some UFOs coming from the limiter
231,231,101489,KLDT-O5WB,40.52466,KLDT-E5WE,0.0,During the breakdown some UFOs coming from the limiter
232,232,101472,KLDT-O5WB,42.08616,KLDT-E5WE,50.638,small UFOs spotted near the divertor. More seen at t=49.27204s
233,233,101458,KLDT-O5WB,41.767920000000004,KLDT-E5WE,0.0,Shower of blue UFOs for 5 frames (more if you look carefully). Not visible on KLDT-P5WA.
234,234,101427,KLDT-O5WB,50.34429,KLDT-E5WE,59.205,"UFOs flying near Tile 1, visible also on the camera KL11-P1DB"
235,235,101347,KLDT-O5WB,41.84728,KLDT-E5WE,56.419,UFO visible on Ops cam and KLDT- E5WD (frame 219) but not on KLDT- P5WA.
236,236,101222,KLDT-O5WB,42.0443,KLDT-E5WE,58.452,UFO in divertor area on Ops cam. Another one in the next frame.
237,237,100815,KLDT-O5WB,41.46025,KLDT-E5WE,0.0,Beautiful UFO on upper outer wall. (Fireworks throughout this pulse on this camera)
238,238,98791,KL1-O8WA,49.25,KL8-E8WA,53.091,Curving UFO from NBI8 (2 frames)
239,239,96347,KL1-O8WA,47.108000000000004,KL8-E8WA,0.0,Very large Ti UFO near the top around Octant 2. Aldo seen by KLDT-O5WB.
240,240,94098,KL1-O8WA,42.21,KL8-E8WA,0.0,"Not sure what this is. Starts at
42.210 and lasts for several frames"
241,241,94098,KL1-O8WA,40.17,KL7-E8WB,0.0,Starts at 40.170 for two frames (56-57)
242,242,94098,KL1-O8WA,40.17,KL8-E8WA,0.0,Starts at 40.170 for two frames (56-57)
243,243,98583,KL1-O8WA,53.94,KL7-E8WB,0.0,Something goes in near the top and explodes around the end of pulse. Ivor says he sees Alumina.
244,244,97835,KL1-O8WA,52.29,KL7-E8WB,51.499,Particles falling down
245,245,97501,KL1-O8WA,49.3,KL7-E8WB,49.054,"Very large number of raining UFOs after disruption starting around 49,3s"
246,246,96901,KL1-O8WA,64.8,KL7-E8WB,64.516,small UFO skirts lower outer wall after disruption
247,247,96878,KL1-O8WA,51.62,KL7-E8WB,50.952,Single blob falling from the top starting at this time.
248,248,96867,KL1-O8WA,49.72,KL7-E8WB,49.122,Small UFO from ILA grid middle part
249,249,96865,KL1-O8WA,51.3,KL7-E8WB,50.998,UFO from the upper part of the vessel between 51.3-51.39s
250,250,96860,KL1-O8WA,49.16,KL7-E8WB,49.065,UFOs soon after disruption probably from limiter 8B. Cloud finishes at 50.02
251,251,96857,KL1-O8WA,53.76,KL7-E8WB,53.484,UFO moving from the UDP (?) to the divertor. Not seen on the divertor.
252,252,96789,KL1-O8WA,41.54,KL7-E8WB,42.936,Huge amount of Be bits flying off the divertor - pulse does not survive long due to this.
253,253,96788,KL1-O8WA,50.12,KL7-E8WB,50.075,Huge cloud of UFOs coming from the outer wall (approx. WOPL 8D)
254,254,94515,KL1-O8WA,51.1,KL7-E8WB,51.047,Cloud of slow-moving particles expelled from the outer wall
255,255,90932,KL1-O8WA,59.765,KL7-E8WB,0.0,Dust events (frames 1292-1298)
256,256,89870,KL1-O8WA,50.628,KL7-E8WB,50.445,Various UFOs visible on KL7 after disruption.
257,257,103559,KL1-O8WA,50.22336,KL7-E8WB,50.551,"Bouncing UFO, also something visible on KL7-P8WA camera."
258,258,103127,KL1-O8WA,48.905,KL7-E8WB,0.0,"UFO/droplet spotted, dropping across four frames"
259,259,103063,KL1-O8WA,48.86963,KL7-E8WB,0.0,UFOs at 48.86963s & 48.99636s
260,260,103063,KL1-O8WA,48.86963,KL7-E8WB,0.0,UFOs at 48.86963s & 48.99636s
261,261,102608,KL1-O8WA,48.38537,KL7-E8WB,0.0,UFO falling over a few frames. Moves too fast for a falling droplet. Probably just dust/debris
262,262,101432,KL1-O8WA,51.699,KL8-E8WA,55.845,"Large flash from UFO, also visible on KL1-08WA"
